Square_Footage, Bedrooms, Bathrooms, Neighborhood, Year_Built, Garage_Size, Price
2899,3,4,Urban,2016,747,409389.42
1474,5,3,Rural,1972,166,436251.35
1431,2,4,Suburban,1999,402,239922.1
2659,2,3,Suburban,1963,337,354311.85
1854,6,3,Suburban,2019,461,520078.07
1186,2,4,Rural,2012,579,396015.26
1240,4,4,Urban,1964,379,344721.33
2685,3,3,Suburban,1995,459,486732.53
2936,6,4,Urban,2018,228,420370.59
2052,5,3,Urban,1952,259,405415.19
2635,5,4,Rural,2011,631,108659.44
2581,2,3,Urban,2012,454,174142.3
1653,6,4,Suburban,2010,744,530336.15
864,4,2,Rural,2008,285,475063.69
2582,2,4,Suburban,1994,21,513236.31
1301,3,2,Suburban,1973,135,598873.51
1324,2,1,Suburban,1952,41,444056.48
1858,2,2,Urban,1962,269,153988.72
2615,6,4,Rural,1962,347,359688.77
947,2,3,Suburban,1953,679,334607.6
1119,4,4,Suburban,1996,644,432627.4
1071,4,1,Rural,1979,734,240095.79
1312,5,2,Suburban,1962,109,307160.29
1268,6,3,Rural,1962,787,285155.65
1259,2,1,Urban,2000,158,204262.88
2964,6,4,Suburban,1963,287,194333.59
1898,3,3,Rural,1952,92,438005.79
1117,2,2,Rural,1987,96,353281.56
2987,3,4,Urban,1968,135,419248.75
1078,2,1,Suburban,1957,251,420341.46
2011,5,2,Suburban,1966,538,431868.49
2021,3,2,Urban,1967,791,295383.54
1703,2,4,Rural,1983,619,591383.37
2670,5,4,Suburban,2015,636,393380.4
1383,5,4,Rural,1982,664,460639.77
858,2,1,Urban,2006,562,430448.24
850,2,3,Rural,1992,88,120912.11
2406,5,1,Suburban,1986,614,444220.25
1748,5,4,Suburban,2001,108,331179.26
944,2,2,Rural,1994,304,490669.85
1242,3,1,Suburban,1955,255,315596.03
1647,3,4,Suburban,2005,380,583496.91
2276,2,2,Rural,1971,8,515938.89
1629,3,4,Suburban,1987,526,363849.83
2326,3,2,Urban,1968,329,307860.48
2373,4,2,Rural,2018,447,355969.28
1948,3,1,Rural,1961,792,414734.99
851,6,3,Urban,1994,645,182861.33
1067,6,4,Urban,1976,625,352201.56
1864,6,3,Suburban,2008,474,496835.25
2843,5,2,Urban,1963,449,386182.39
1901,6,4,Suburban,1969,7,551688.21
2527,6,3,Suburban,2018,767,494701.23
1287,2,1,Rural,1984,351,280231.19
2017,6,2,Suburban,1956,572,237861.34
2052,3,2,Suburban,2005,140,530278.74
941,5,3,Urban,1987,703,589518.95
2913,4,4,Rural,1966,182,478056.89
2358,4,3,Suburban,2001,471,249285.52
2813,3,1,Urban,1972,491,324797.16
2212,4,4,Urban,1954,698,535129.41
2298,5,3,Urban,1962,180,316961.92
2284,4,3,Suburban,1970,784,374070.57
2094,6,2,Rural,1994,55,544328.04
2052,5,3,Rural,1970,302,442943.01
2309,6,3,Rural,1953,20,188335.25
2651,5,4,Urban,1964,351,234746.58
2276,4,4,Urban,1989,351,353730.07
2846,3,1,Urban,1969,28,252997.27
2795,5,2,Rural,2010,448,199032.41
1132,4,4,Urban,1970,434,425430.57
822,5,3,Rural,1989,410,357393.33
1668,5,3,Suburban,1962,217,237505.39
1465,2,1,Rural,1956,208,185897.92
1426,2,3,Urban,1975,595,271418.96
1777,4,2,Suburban,2006,546,290520.36
1992,4,4,Suburban,1973,523,359177.91
2914,3,3,Suburban,1963,677,255698.77
1741,4,2,Urban,2006,150,557966.4
1046,2,4,Rural,2007,675,410405.94
861,3,4,Urban,1995,262,104250.21
1710,2,4,Urban,2004,132,583201.35
1310,6,2,Suburban,1996,355,317373.71
1302,6,4,Rural,1984,163,454727.26
1915,2,2,Urban,2017,144,393014.25
2064,4,3,Suburban,1992,617,493669.87
1145,6,2,Urban,1974,265,117376.98
1010,6,2,Suburban,2011,407,237288.0
2062,2,1,Rural,1995,258,211624.63
847,6,3,Urban,1951,430,452224.97
1482,3,2,Suburban,1984,93,319785.34
2181,4,3,Suburban,1976,527,121148.73
2382,5,1,Rural,1988,389,251851.36
2395,2,1,Urban,1958,22,210604.78
1694,2,2,Urban,1990,62,458367.9
1845,2,3,Rural,1958,405,423955.46
1255,5,3,Rural,2004,616,196679.84
2079,4,2,Rural,1959,230,366541.28
912,2,2,Rural,2010,115,436994.8
1804,2,3,Suburban,1966,242,453869.95
857,5,3,Suburban,2013,406,329197.66
1616,2,2,Urban,1980,125,164816.8
1849,3,3,Rural,1981,484,143053.2
2184,2,3,Rural,1959,729,456371.74
2003,6,4,Rural,1954,605,189833.94
2517,4,3,Rural,1963,309,372476.24
1897,5,1,Urban,2006,174,471858.2
1124,2,1,Urban,1958,723,159684.65
2881,4,4,Rural,1951,800,371895.43
2295,3,2,Rural,1966,319,313169.55
1827,6,3,Urban,2004,616,233388.63
1446,2,3,Urban,1991,783,478987.54
2954,5,4,Rural,1993,767,102876.74
2483,3,4,Urban,1954,156,575557.33
1592,6,2,Rural,1963,164,521069.4
2202,4,2,Rural,1994,347,542502.02
1280,2,4,Suburban,1968,711,311720.6
2707,6,2,Urban,1970,18,414970.2
2324,6,1,Rural,1985,705,440099.51
2806,2,3,Suburban,2010,592,196820.13
2183,2,2,Urban,1964,290,241678.38
2451,3,4,Urban,2008,750,101823.35
1580,6,2,Urban,1977,694,508858.26
1610,5,2,Urban,1993,600,219846.16
2878,2,4,Rural,2004,89,256214.03
1532,2,1,Suburban,2017,101,364642.4
1684,5,3,Urban,1995,192,492796.26
2119,4,1,Rural,1994,306,394070.95
2167,2,2,Suburban,2009,773,427679.72
1320,4,3,Rural,1970,768,470930.76
971,5,3,Urban,1986,34,255641.14
1142,3,1,Rural,1975,165,185292.61
2421,5,4,Urban,2017,258,174650.05
1517,6,4,Rural,1984,637,549874.12
2949,4,4,Urban,1968,14,444962.8
2895,6,4,Rural,1967,394,160080.84
1823,5,4,Suburban,1965,256,211509.35
2410,6,2,Suburban,2000,528,148376.83
1988,5,1,Urban,2004,772,183666.59
878,5,3,Urban,1954,165,204759.61
1049,4,1,Suburban,1985,684,288629.9
1932,2,2,Rural,1961,113,359042.29
1747,5,3,Suburban,1982,607,338937.43
1174,4,1,Suburban,1968,463,239072.46
1483,3,3,Rural,1995,190,120033.95
1218,6,2,Rural,1998,71,242690.5
2135,5,1,Rural,2019,254,184270.21
2521,3,2,Urban,2007,757,243525.91
2438,6,3,Urban,1976,266,254684.73
1633,4,2,Rural,1969,49,314763.81
1174,2,1,Rural,2009,423,591183.6
1226,6,1,Urban,2015,455,286431.23
1190,4,3,Urban,1989,361,227573.34
2309,3,3,Suburban,1960,530,122825.4
1462,6,3,Urban,1973,464,146622.79
2223,5,2,Rural,1969,4,193120.91
1417,4,2,Urban,1953,428,193420.25
1738,3,1,Urban,2018,552,422669.79
1874,6,3,Suburban,2005,396,562694.57
2541,5,3,Urban,1962,251,119806.84
1314,6,1,Rural,1994,136,489263.43
1554,4,2,Suburban,1971,173,557813.24
840,6,2,Suburban,1972,775,334366.07
881,3,4,Suburban,1995,768,557548.61
2177,6,4,Suburban,1970,327,399504.74
1244,4,4,Rural,1972,85,459203.93
2413,4,2,Suburban,1992,249,491090.7
1121,5,1,Suburban,1975,308,162953.77
2526,5,1,Rural,1971,480,226593.89
1993,3,3,Urban,2003,263,489411.3
1425,4,4,Urban,1997,125,136264.49
2574,2,3,Urban,1990,691,557364.38
2770,6,4,Rural,1975,174,372990.26
910,2,1,Rural,1961,521,132856.98
1102,2,3,Urban,1956,773,566747.03
1532,3,2,Suburban,1999,331,519176.55
1107,4,4,Suburban,2005,578,582152.98
1628,6,2,Rural,1957,794,119156.12
2841,2,2,Suburban,1981,0,215416.94
1861,5,3,Urban,1977,381,227301.8
2415,5,2,Rural,1997,328,290877.8
2458,5,1,Suburban,1957,440,467088.78
2499,5,2,Suburban,2001,380,409837.54
2402,2,1,Rural,1982,654,326813.04
2073,6,3,Suburban,2005,117,375114.94
1632,2,2,Rural,1998,52,427733.06
1509,2,3,Rural,1992,732,370578.33
2195,6,2,Rural,1967,581,288119.65
883,6,1,Rural,1991,338,495077.68
838,5,2,Rural,1986,751,307848.59
847,3,1,Urban,1954,433,182743.75
892,2,2,Rural,1957,774,535397.3
2411,6,1,Rural,1992,583,313605.62
1923,6,2,Rural,2015,14,412442.12
1454,2,1,Urban,1954,48,237253.53
1739,5,2,Urban,2005,81,395329.6
2184,2,4,Urban,1963,519,435703.09
2595,2,3,Rural,1994,123,528547.51
1031,5,3,Rural,1956,738,358208.97
2517,2,1,Urban,1951,88,282938.1
1829,6,3,Urban,2008,10,566823.32
1065,4,4,Rural,1991,349,375880.83
1021,3,1,Suburban,1951,335,591874.45
1088,6,4,Suburban,2016,569,546535.62
2463,5,2,Urban,1977,289,470992.97
1720,3,4,Suburban,1955,761,337361.1
2211,4,1,Suburban,1974,172,221811.9
1782,6,1,Urban,1975,202,224341.62
868,6,3,Urban,1993,774,227472.53
2673,5,4,Urban,2005,654,134060.7
1351,5,1,Urban,2016,513,109590.11
1134,4,2,Rural,1985,262,276005.67
2416,4,2,Urban,1967,485,444135.12
2560,6,1,Urban,2001,666,320093.67
2821,4,4,Rural,1966,336,346722.45
1292,4,1,Suburban,1960,602,343255.65
2324,3,1,Suburban,2013,278,532751.94
2427,4,2,Suburban,1966,765,138971.97
1423,5,1,Suburban,1964,395,251874.06
2819,4,2,Suburban,1952,64,340616.48
803,4,1,Urban,1997,304,329631.26
2521,6,2,Rural,2016,788,292745.35
1136,3,2,Rural,1977,693,507491.14
2630,5,1,Rural,2004,414,272995.93
2679,6,3,Urban,2002,186,449827.48
810,3,1,Suburban,1953,794,239466.31
2999,3,1,Urban,1967,392,112906.31
1106,3,3,Rural,1953,486,121170.98
1903,4,1,Suburban,2003,698,265506.48
1560,4,2,Suburban,1967,637,413692.27
2444,4,3,Rural,1957,122,546446.68
1158,6,3,Rural,1993,656,501763.3
2234,5,3,Suburban,1961,703,366789.24
1595,4,4,Suburban,1987,509,584211.14
1469,6,3,Rural,2020,401,252935.84
1438,5,4,Rural,1962,192,312491.8
2984,6,3,Urban,2013,104,290501.28
821,2,1,Urban,1974,579,480584.95
2690,6,1,Urban,1997,41,497601.52
1348,5,2,Urban,2014,274,557051.71
2220,2,4,Suburban,1954,681,154901.71
2223,5,1,Suburban,1962,638,381380.68
1672,4,4,Urban,1972,407,252757.37
952,6,1,Urban,1982,132,550764.87
2590,2,2,Urban,2008,507,174080.02
2244,4,3,Suburban,2012,663,126037.59
2988,5,4,Urban,2002,264,567061.07
863,2,3,Suburban,1985,99,329751.82
1730,4,2,Rural,1989,296,132884.61
1783,2,3,Suburban,2014,53,148478.75
1687,3,3,Rural,2012,123,332931.62
2882,4,4,Urban,1965,152,113048.73
2437,6,2,Suburban,2014,466,456466.19
1207,2,2,Rural,1970,199,290415.59
2166,5,1,Rural,2017,327,252901.82
2420,3,1,Rural,1977,436,249201.37
1919,5,4,Rural,1994,230,376352.22
2878,4,1,Suburban,1955,595,119234.15
2124,4,4,Urban,1982,228,156294.12
1683,5,4,Urban,1984,446,186168.43
1908,3,3,Rural,1958,311,569064.49
988,3,3,Urban,1951,608,306892.35
1059,5,4,Suburban,1978,60,476199.75
944,4,4,Urban,2001,555,568867.53
2434,4,4,Urban,1978,423,555075.71
2113,5,1,Rural,2009,653,569218.26
1338,4,1,Rural,1958,762,424482.79
1143,3,3,Urban,1966,252,257445.47
2028,5,2,Urban,1966,540,259391.37
2190,4,4,Suburban,1990,576,286556.68
1532,4,1,Suburban,1972,392,535401.3
2531,3,4,Suburban,1966,186,252834.05
1898,3,2,Urban,1985,30,387982.97
1202,5,4,Suburban,2007,292,131066.54
2677,4,1,Rural,2014,429,526997.76
1022,3,2,Urban,1967,227,153844.19
2200,6,1,Rural,1980,539,242166.48
2967,6,2,Rural,1980,690,587086.67
2538,2,2,Rural,1951,110,419063.09
2753,6,4,Suburban,2008,631,570883.86
1479,3,2,Rural,1981,474,507658.96
1478,3,1,Rural,1955,353,562353.46
2957,5,1,Urban,1991,549,597867.92
1250,2,1,Suburban,1996,655,348404.53
1958,3,3,Rural,1982,750,329151.13
1213,5,1,Rural,2016,514,309237.13
2312,3,1,Suburban,2002,647,519985.4
2139,2,3,Rural,2020,83,259645.67
917,5,3,Rural,2017,403,514698.78
2172,3,2,Urban,2011,140,515533.38
802,4,2,Urban,1953,409,302281.76
2151,2,4,Rural,1990,653,263744.53
2878,6,1,Rural,1969,242,509999.43
2966,4,4,Urban,1996,67,361170.16
1205,6,1,Urban,1950,701,177106.82
1299,3,2,Urban,1952,275,445124.23
1178,2,2,Urban,1958,647,205995.24
2009,5,4,Suburban,1985,226,485859.3
1365,6,2,Urban,2012,245,487810.16
2962,2,4,Suburban,1951,522,468799.14
843,4,2,Urban,2010,396,216657.76
1028,4,3,Urban,2018,312,520571.23
1048,4,4,Suburban,2007,485,384973.12
2204,3,1,Suburban,1976,519,280114.85
2175,6,1,Urban,1997,507,162176.8
2633,2,3,Urban,1990,353,102050.65
2536,3,3,Urban,2014,441,366699.22
2895,5,1,Urban,1976,180,591944.14
2937,2,4,Urban,1983,379,562342.71
1076,5,4,Rural,1983,527,336868.79
2510,5,2,Rural,1977,359,358775.38
1700,3,3,Rural,1994,667,577969.01
1372,6,2,Rural,1952,750,330821.45
2645,3,3,Suburban,2007,708,205319.37
1789,2,4,Rural,1963,637,224355.54
1501,5,3,Suburban,1995,382,597886.14
1660,5,2,Suburban,2005,375,137342.95
1361,6,3,Urban,1983,538,430919.88
1057,3,1,Suburban,2004,465,459859.97
2231,5,4,Suburban,1975,754,432146.52
858,2,3,Urban,1992,531,461886.31
1851,2,3,Suburban,1956,239,106958.09
1065,5,4,Rural,1975,776,452269.03
1743,6,3,Urban,1960,725,490836.99
2464,5,1,Urban,2013,712,418792.88
2086,2,2,Rural,1994,573,460479.8
1165,6,3,Rural,2015,143,558005.86
1088,5,2,Urban,1980,796,145007.7
2665,3,1,Urban,1987,57,320175.69
1787,3,1,Rural,1982,43,424274.78
1187,4,4,Rural,1999,88,175493.36
1734,4,2,Rural,2006,511,493837.98
1741,4,2,Rural,2007,290,542262.3
854,4,4,Urban,1989,762,106314.48
1478,3,4,Suburban,1956,623,166172.29
1116,4,4,Suburban,2020,596,527501.54
2372,4,4,Urban,1956,392,441641.35
2334,5,3,Urban,2020,608,361369.92
2231,4,2,Rural,2013,562,248772.4
2565,5,2,Rural,1951,195,582331.6
2482,6,1,Rural,1962,123,295682.64
1920,3,4,Urban,1991,97,467849.61
1131,2,2,Suburban,1991,428,163579.52
950,6,1,Suburban,2003,792,517746.81
2122,2,3,Rural,2020,333,143834.12
2117,3,2,Rural,2005,13,257185.07
2391,4,3,Suburban,1996,573,128141.72
2304,5,3,Urban,1997,593,139196.73
1590,5,3,Rural,1962,795,305156.42
1106,4,1,Suburban,2015,259,100161.52
1010,5,2,Rural,1985,738,408479.16
1977,3,1,Suburban,2001,437,567611.01
2018,5,1,Urban,1998,37,504833.38
1015,5,2,Rural,1978,302,348922.88
1156,3,4,Rural,1958,678,561397.66
1383,4,3,Suburban,1982,355,472205.74
1585,3,4,Suburban,1987,552,250202.36
2723,6,4,Suburban,1963,132,248692.33
2530,6,3,Suburban,1991,666,308300.52
2808,6,3,Rural,2005,340,118200.75
2336,5,4,Urban,1953,178,249059.84
2773,4,1,Urban,1961,146,125742.49
1565,5,4,Rural,1988,324,382660.95
1403,4,2,Suburban,1987,272,212018.34
1342,4,2,Rural,1997,153,492980.94
1934,3,1,Suburban,2018,571,268867.43
2732,5,1,Rural,2008,29,340689.72
1793,2,3,Urban,1952,676,184350.47
897,6,4,Urban,1958,273,295239.65
2089,5,3,Rural,2014,296,184932.63
1603,6,1,Rural,1987,98,323117.04
831,3,3,Urban,1973,749,182743.0
1328,4,2,Suburban,1962,396,499630.37
2854,2,2,Suburban,2009,88,543099.83
869,6,3,Rural,1954,590,455762.37
2078,3,4,Rural,1972,346,523720.61
1147,4,3,Rural,1957,656,376792.3
2595,6,1,Suburban,1986,149,538387.56
2513,2,2,Rural,2000,604,200532.03
2158,4,4,Suburban,2002,624,275503.53
1056,3,2,Urban,1964,725,265708.8
1016,4,3,Rural,1964,630,280239.38
1260,4,4,Urban,2006,35,385590.61
1729,3,3,Urban,2015,265,403427.73
1531,4,4,Rural,1965,255,461016.74
1787,4,3,Rural,1977,12,551696.06
911,6,4,Suburban,1996,592,309277.92
1885,4,4,Suburban,1962,370,537505.78
2787,6,2,Urban,1954,538,519444.95
2818,3,2,Suburban,1961,50,416652.73
2685,6,3,Rural,1977,784,542754.72
1993,6,2,Suburban,1994,104,370266.12
1749,2,4,Suburban,2008,302,360255.24
1965,6,2,Rural,1999,130,470727.77
1516,6,4,Rural,1980,284,347700.41
1301,2,2,Suburban,2001,797,296502.86
1447,4,4,Urban,1952,253,570411.59
2512,6,3,Urban,1972,231,333851.02
1228,3,1,Urban,1950,613,101837.89
1314,3,4,Urban,1952,529,347521.58
2014,3,4,Urban,2008,616,374610.14
1587,6,1,Suburban,2001,255,436069.17
2731,5,3,Suburban,1950,546,239738.71
1322,3,2,Suburban,1976,544,506584.53
2311,5,1,Urban,1996,750,261892.67
2264,6,1,Rural,1953,617,416972.53
1480,5,1,Suburban,1988,344,304977.96
1879,4,1,Urban,1998,450,498970.37
2003,2,2,Suburban,1978,694,338055.3
1579,2,1,Suburban,1978,776,119423.82
833,3,1,Suburban,1981,288,419423.92
2965,2,1,Rural,2000,715,566393.37
2901,4,3,Suburban,2018,221,279726.05
1930,3,3,Urban,2014,652,468363.21
2663,5,3,Suburban,2017,276,225125.39
2829,6,2,Urban,1950,98,546886.77
2176,3,1,Urban,1996,252,216739.54
2209,2,1,Suburban,2019,626,196013.64
2030,6,1,Rural,2004,240,467192.11
2764,2,2,Urban,2000,459,206078.45
2088,4,4,Suburban,1997,255,329648.11
2358,6,2,Rural,1957,336,191993.49
2542,6,2,Rural,1964,354,586938.39
2136,3,2,Suburban,1995,39,132858.55
1654,5,1,Rural,2020,618,299785.65
1911,6,2,Urban,2004,564,547051.62
2384,3,1,Rural,1974,675,463356.37
1116,2,3,Urban,2012,585,459515.45
2960,2,1,Suburban,2007,343,290452.78
2278,6,2,Rural,1999,546,588529.01
1645,4,2,Rural,1964,358,305364.51
1748,2,1,Rural,1979,362,590420.34
1296,2,3,Suburban,1992,723,444893.53
2280,3,3,Rural,1973,639,471694.92
2903,6,1,Suburban,1975,364,450733.24
1712,2,1,Suburban,1953,723,451534.65
1431,6,4,Rural,1953,601,169562.25
1040,2,1,Urban,1966,612,241431.22
2871,2,3,Rural,2019,25,567511.62
1210,5,4,Suburban,2018,558,205120.21
2706,3,3,Suburban,2000,705,377939.48
1722,5,2,Urban,1964,99,316310.03
2551,3,4,Rural,1985,617,355047.78
2308,3,3,Urban,1967,299,375367.53
860,5,2,Rural,1970,747,423910.59
2043,5,2,Suburban,1955,289,357612.05
1914,5,4,Rural,1989,758,167476.76
1090,4,3,Rural,2018,561,124612.32
2462,2,4,Urban,1971,792,459298.33
1903,5,3,Suburban,2010,267,116194.04
2013,5,2,Rural,1966,547,492224.53
2998,4,2,Suburban,2008,778,532659.86
1490,2,3,Rural,2016,428,234554.27
1482,3,3,Urban,1989,484,284740.17
2867,3,3,Urban,2001,339,199228.94
2628,4,1,Urban,1983,587,105511.64
1181,3,1,Urban,2014,340,101676.28
910,5,2,Rural,2012,165,589193.46
1517,5,3,Urban,1999,452,574492.63
2096,4,3,Suburban,1954,140,357818.95
907,2,2,Rural,1975,360,208856.83
1322,4,2,Suburban,1982,217,460219.23
2164,6,1,Rural,1962,398,106911.78
2577,4,4,Suburban,1980,732,537463.05
1015,3,4,Urban,1967,116,139243.11
1205,6,2,Rural,2011,276,179192.9
1293,3,1,Suburban,2012,379,244189.53
2878,5,2,Suburban,2003,744,466735.57
2606,2,1,Urban,1968,354,286382.93
2702,2,3,Urban,2012,512,530520.38
827,3,4,Urban,2013,288,483946.1
2774,4,1,Suburban,1967,224,518948.72
1760,2,3,Rural,1978,76,388713.06
2110,5,2,Rural,1956,623,201242.01
2075,2,3,Rural,2006,339,228836.11
1641,3,1,Urban,1982,118,364969.86
954,3,2,Urban,2004,41,129624.86
1393,3,4,Urban,1953,328,447927.55
1631,3,2,Urban,2004,375,139934.01
1836,4,2,Rural,1964,179,293425.77
1712,5,1,Rural,2005,52,592509.09
1899,2,4,Urban,2014,257,289977.0
1726,3,3,Suburban,1990,665,121893.35
1604,2,3,Rural,1996,508,474893.74
1452,4,4,Rural,1974,789,111831.99
2728,2,3,Urban,2018,85,233448.89
2898,6,4,Suburban,1975,762,590783.8
849,4,3,Rural,1978,45,503019.66
1278,5,3,Urban,1969,391,413153.02
998,6,3,Rural,1995,170,529046.1
2137,5,4,Suburban,1962,235,444134.89
2233,2,2,Rural,1962,719,276826.84
2456,5,4,Suburban,2002,59,402403.96
1539,3,2,Rural,1991,367,404949.67
2422,3,2,Urban,1951,443,248925.5
1831,3,2,Rural,1995,298,309309.04
2962,3,3,Urban,2018,766,415683.76
1485,4,3,Suburban,2015,167,584544.5
1273,3,3,Rural,1967,67,404279.22
1400,3,4,Suburban,1986,748,156024.99
881,6,2,Rural,1998,636,451712.19
1897,2,3,Rural,1950,243,402535.13
2594,3,4,Suburban,1972,471,404806.57
1246,3,2,Rural,2011,363,306913.29
2184,4,2,Urban,1989,201,573541.85
1099,5,1,Rural,2019,19,520574.88
2077,5,1,Suburban,1991,711,258447.24
2577,4,1,Suburban,1994,700,498928.04
2613,4,4,Rural,1967,557,451324.86
2573,6,4,Suburban,2002,479,463632.57
1349,4,2,Urban,2019,55,139741.94
2531,4,2,Rural,1952,119,594330.95
1541,2,2,Rural,1983,476,490874.92
1791,6,2,Rural,2012,570,232052.56
2887,6,1,Urban,1998,503,134864.72
2869,3,2,Rural,2017,32,536872.05
2986,5,1,Rural,1968,366,237893.66
2034,3,3,Suburban,1958,406,487711.68
1875,4,2,Rural,1979,50,338449.0
1570,3,3,Rural,2005,617,589910.11
2739,6,3,Urban,1954,362,124101.74
1443,6,1,Rural,1982,661,333434.34
2359,4,3,Suburban,1974,560,159011.91
2806,6,2,Rural,1963,186,220152.28
2899,6,4,Urban,1985,100,167880.67
1522,6,4,Suburban,2011,687,507402.67
2232,5,1,Suburban,1980,551,252828.6
2656,4,2,Urban,1973,561,311328.88
1622,6,3,Urban,1958,232,494496.77
1828,5,3,Suburban,2009,248,588236.35
2452,3,1,Urban,1988,712,330005.84
2310,3,4,Urban,1966,282,213968.89
1568,3,2,Suburban,1954,187,375697.66
2170,2,4,Urban,1954,54,268735.05
1526,3,4,Urban,1994,435,383260.72
2081,5,4,Suburban,1961,383,421175.39
1653,6,2,Rural,1984,419,461994.06
2176,4,4,Urban,1959,169,525330.87
1559,2,1,Urban,2020,414,574143.17
2966,6,4,Urban,1996,444,498916.76
2067,2,3,Suburban,1956,218,290412.78
1190,5,1,Urban,1981,498,137737.38
1121,5,2,Rural,1968,700,361068.88
2536,2,1,Urban,1962,559,373711.86
2166,5,2,Urban,1955,643,512789.69
946,6,2,Suburban,2003,241,173462.43
2728,2,3,Urban,2008,99,481940.07
2155,4,2,Suburban,2012,466,352114.85
2620,5,4,Urban,1964,39,450646.53
2119,5,4,Suburban,1961,154,252441.2
2112,2,1,Urban,2003,655,172016.86
2186,6,4,Urban,1979,416,261183.06
1875,4,1,Rural,1952,667,192344.38
2396,5,2,Urban,2010,457,462987.1
1333,6,1,Suburban,1973,692,193745.99
1570,5,3,Urban,1994,535,225926.6
1512,4,2,Rural,1993,454,280831.67
1152,2,2,Urban,1991,298,238069.57
1879,2,4,Rural,2016,714,161463.96
2395,3,4,Urban,1975,551,550333.25
2335,6,1,Urban,1979,395,371207.03
2969,2,1,Suburban,1959,720,160821.91
1243,6,2,Urban,1986,383,489022.64
2473,6,3,Urban,1951,250,307033.9
2369,5,2,Urban,2000,192,223892.56
2449,2,4,Suburban,1980,595,120413.42
822,6,3,Suburban,1951,126,465445.62
2445,4,4,Rural,1979,366,566228.35
1030,6,4,Rural,1983,410,516658.83
1634,4,3,Suburban,1951,280,374744.35
1083,5,2,Urban,2013,252,587591.51
1771,4,2,Urban,1957,310,123298.1
1711,6,1,Urban,2000,24,229812.18
2579,3,1,Urban,1972,303,401037.55
1441,3,2,Urban,1960,551,381041.54
1670,3,1,Urban,1981,308,497757.71
1132,3,3,Urban,1988,140,548120.15
2183,3,4,Rural,1954,667,237731.93
986,5,1,Urban,1971,526,333806.7
1620,2,2,Suburban,1995,5,289530.11
1874,6,1,Rural,1962,213,560934.91
907,2,3,Urban,2009,421,411890.23
2820,2,2,Rural,1997,422,489094.4
1171,3,1,Urban,1996,85,530998.49
2119,3,3,Rural,1986,646,459112.32
2457,2,4,Suburban,2012,123,331253.83
1395,3,3,Urban,1955,69,331466.07
1620,4,2,Suburban,1999,414,381719.06
1913,2,3,Suburban,2013,286,186152.14
2703,5,1,Rural,1973,41,447773.33
2223,6,2,Urban,1964,213,576740.83
1476,5,3,Rural,1986,309,534695.6
1884,6,2,Urban,1967,241,144136.62
951,4,2,Urban,2010,687,324608.45
2911,5,2,Rural,1963,293,280907.69
2781,6,1,Rural,1959,226,205932.09
2210,6,3,Suburban,2010,76,242363.82
1704,3,3,Rural,1990,447,580107.32
2006,5,1,Urban,1968,753,191630.94
2147,6,3,Suburban,1977,324,403913.32
1502,2,4,Suburban,1985,583,448420.07
1603,2,3,Rural,1953,142,591098.06
1542,3,2,Urban,1972,685,484898.69
2436,5,4,Urban,1953,445,107406.23
2063,6,1,Urban,1951,403,378956.45
1942,6,4,Suburban,1972,531,190269.32
2434,4,1,Urban,1994,536,500393.48
2358,5,4,Urban,1966,622,133282.21
2727,3,3,Urban,1953,363,279076.84
1436,6,1,Rural,1953,471,273979.33
2581,3,2,Suburban,1982,314,398034.65
1735,4,3,Rural,1968,84,223641.72
2194,6,3,Suburban,2008,369,306350.34
1283,6,1,Suburban,2015,538,574542.06
1516,3,2,Urban,1983,487,221714.65
2055,3,3,Urban,1952,648,346359.76
1387,6,2,Urban,1990,650,419007.3
2242,5,2,Rural,1955,377,373691.4
1799,6,4,Rural,1990,293,192385.34
2055,5,4,Urban,1973,573,443124.69
1907,4,4,Urban,1996,383,452318.39
1245,2,2,Suburban,1996,425,597205.4
1825,6,4,Rural,2008,426,442703.58
2683,4,4,Rural,2016,456,271728.51
1640,5,4,Urban,1973,59,344531.96
1573,2,1,Rural,2018,202,282201.17
894,3,1,Urban,1969,296,416931.14
963,6,4,Urban,1957,784,588709.41
1558,5,2,Rural,2019,425,122606.49
1081,2,2,Suburban,2002,22,238341.84
1040,3,4,Suburban,1965,131,413266.15
2854,3,3,Rural,1967,658,268306.39
2333,6,4,Rural,2010,172,414749.8
1983,6,2,Suburban,2008,381,597795.23
1857,6,3,Urban,1968,312,317801.17
2845,2,4,Suburban,2014,10,590163.07
2289,6,1,Urban,1975,450,436671.85
2352,5,2,Suburban,1956,410,351740.87
1510,3,3,Urban,1976,500,482403.44
2236,6,2,Suburban,1991,746,529768.35
2438,6,2,Suburban,1959,212,555282.14
2301,6,3,Rural,1973,648,289469.29
2619,3,3,Suburban,1958,662,472129.0
2563,6,3,Suburban,1972,485,181519.53
2736,3,2,Urban,1993,438,333168.34
2766,3,4,Rural,1980,58,316430.41
2194,4,2,Suburban,1984,778,106008.09
2144,2,3,Suburban,2015,555,494651.21
2661,3,1,Urban,1977,186,513491.36
2936,6,2,Urban,1985,84,585626.9
1453,4,1,Urban,1968,552,180089.75
1855,4,1,Rural,1970,791,154263.46
1699,2,1,Rural,1973,573,345399.81
1949,5,4,Urban,1967,425,207049.79
871,3,2,Rural,1951,765,182087.35
1548,4,3,Rural,1988,200,589870.8
1109,5,3,Suburban,1953,445,430895.74
